id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;potential;preferred_foot;international_reputation;weak_foot;skill_moves;body_type;difficulty
203;E. Lavezzi;Ezequiel Iván Lavezzi;5/3/1985;172.72;74.8;ST,CAM;Argentina;79;79;Right;3;4;4;Stocky;Medium
204;H. Ben Arfa;Hatem Ben Arfa;3/7/1987;152.4;73.9;CAM,ST;France;79;79;Left;3;4;5;Lean;Medium
205;B. Foster;Ben Foster;4/3/1983;193.04;89.8;GK;England;79;79;Left;2;3;1;Normal;Hard
206;T. Heaton;Tom Heaton;4/15/1986;187.96;92.1;GK;England;79;79;Right;2;3;1;Normal;Hard
207;Charles;Charles Dias De Oliveira;4/4/1984;152.4;74.8;ST;Brazil;79;79;Right;1;3;4;Normal;Very Hard
208;G. Cahill;Gary Cahill;12/19/1985;193.04;88.0;CB;England;79;79;Right;3;3;2;Normal;Medium
209;A. Iwobi;Alex Iwobi;5/3/1996;185.42;74.8;LM,RM,LW;Nigeria;78;84;Right;1;3;4;Normal;Very Hard
210;R. Loftus-Cheek;Ruben Loftus-Cheek;1/23/1996;190.5;88.0;CM,LM;England;78;85;Right;1;3;4;Normal;Very Hard
211;A. Selikhov;Alexandr Selikhov;4/7/1994;187.96;84.8;GK;Russia;78;82;Right;1;4;1;Normal;Very Hard
212;J. Mojica;Johan Andrés Mojica Palacio;8/21/1992;185.42;73.0;LWB,LM,LB;Colombia;78;81;Left;1;2;3;Lean;Very Hard
213;W. Barrios;Wílmar Enrique Barrios Terán;10/16/1993;152.4;71.2;CDM,CM;Colombia;78;83;Right;1;3;3;Lean;Very Hard
214;C. Izquierdoz;Carlos Roberto Izquierdoz;11/3/1988;185.42;88.9;CB;Argentina;78;78;Right;1;2;2;Normal;Very Hard
215;W. Benítez;Walter Benítez;1/19/1993;190.5;91.2;GK;Argentina;78;82;Right;1;2;1;Normal;Very Hard
216;N. Maksimović;Nikola Maksimović;11/25/1991;193.04;87.1;CB;Serbia;78;81;Right;2;3;2;Lean;Hard
217;A. Mitrović;Aleksandar Mitrović;9/16/1994;187.96;82.1;ST;Serbia;78;83;Right;1;4;3;Stocky;Very Hard
218;M. Sportiello;Marco Sportiello;5/10/1992;193.04;87.1;GK;Italy;78;80;Right;2;2;1;Lean;Hard
219;Capa;Ander Capa Rodríguez;5/14/1992;175.26;74.8;RB;Spain;78;81;Right;1;4;3;Stocky;Very Hard
220;Marcelo Goiano;Marcelo Augusto Ferreira Teixeira;10/13/1987;175.26;68.9;RB,LB;Brazil;78;78;Right;1;4;3;Lean;Very Hard
221;Y. Tielemans;Youri Tielemans;5/7/1997;175.26;72.1;CM,CDM;Belgium;78;87;Right;2;5;4;Normal;Hard
222;S. Lobotka;Stanislav Lobotka;11/25/1994;170.18;64.0;CM,CDM;Slovakia;78;84;Right;1;4;4;Normal;Very Hard
223;M. Philipp;Maximilian Philipp;3/1/1994;182.88;78.9;ST,CF,LM,CAM;Germany;78;83;Right;2;4;4;Lean;Hard
224;L. Dubois;Léo Dubois;9/14/1994;152.4;73.0;RB,RWB;France;78;82;Right;1;4;3;Lean;Very Hard
225;L. Dunk;Lewis Dunk;11/21/1991;193.04;88.0;CB;England;78;81;Right;1;3;2;Normal;Very Hard
226;C. Schindler;Christopher Schindler;4/29/1990;187.96;77.1;CB;Germany;78;80;Right;1;3;2;Normal;Very Hard
227;Y. Konoplyanka;Yevhen Konoplyanka;9/29/1989;152.4;78.0;LM,LW,ST;Ukraine;78;78;Right;2;3;4;Normal;Hard
228;Pedro Mendes;Pedro Filipe Teodósio Mendes;10/1/1990;185.42;78.0;CB;Portugal;78;80;Right;1;3;2;Normal;Very Hard
229;R. Saponara;Riccardo Saponara;12/21/1991;182.88;73.0;CAM;Italy;78;78;Right;2;4;4;Normal;Hard
230;L. Kurzawa;Layvin Kurzawa;9/4/1992;182.88;76.2;LB,LWB;France;78;81;Left;2;3;4;Lean;Hard
231;M. Hinteregger;Martin Hinteregger;9/7/1992;182.88;83.0;CB;Austria;78;80;Left;2;3;2;Stocky;Hard
232;D. da Costa;Danny  Vieira da Costa;7/13/1993;187.96;88.0;RWB,RB,RM;Germany;78;80;Right;1;3;3;Normal;Very Hard
233;Fernando;Fernando Lucas Martins;3/3/1992;175.26;79.8;CDM,CM;Brazil;78;80;Right;1;3;3;Stocky;Very Hard
234;W. Boly;Willy Boly;2/3/1991;195.58;97.1;CB;France;78;80;Right;1;4;2;Normal;Very Hard
235;A. Schwolow;Alexander Schwolow;6/2/1992;187.96;83.9;GK;Germany;78;79;Right;1;3;1;Normal;Very Hard
236;G. Defrel;Gregoire Defrel;6/17/1991;152.4;77.1;ST,RW;France;78;78;Left;2;3;4;Lean;Hard
237;Álvaro;Álvaro González Soberón;1/8/1990;182.88;74.8;CB;Spain;78;79;Right;1;3;2;Lean;Very Hard
238;L. Bittencourt;Leonardo Bittencourt;12/19/1993;170.18;62.1;CAM,CM,LM;Germany;78;81;Right;2;4;4;Lean;Hard
239;A. Carrillo;André Martín Carrillo Díaz;6/14/1991;154.94;78.0;RM,RW;Peru;78;78;Right;2;4;4;Normal;Hard
240;M. Elyounoussi;Mohamed Elyounoussi;8/4/1994;152.4;69.9;LM,CAM,RM;Norway;78;83;Right;1;4;4;Normal;Very Hard
241;O. Karnezis;Orestis Karnezis;7/11/1985;190.5;81.2;GK;Greece;78;78;Right;2;3;1;Normal;Hard
242;De Marcos;Óscar de Marcos Arana;4/14/1989;182.88;79.8;RB,RW;Spain;78;78;Right;2;3;4;Lean;Hard
243;R. Cabella;Rémy Cabella;3/8/1990;170.18;71.2;CAM;France;78;78;Right;2;4;4;Lean;Hard
244;J. Hart;Joe Hart;4/19/1987;195.58;91.2;GK;England;78;78;Right;3;3;1;Normal;Medium
245;Jurado;José Manuel Jurado Marín;6/29/1986;175.26;72.1;RM,CAM,LM;Spain;78;78;Right;2;4;3;Normal;Hard
246;E. Hernández;Elías Hernán Hernández Jacuinde;4/29/1988;170.18;64.9;RM;Mexico;78;78;Right;1;3;4;Lean;Very Hard
247;D. Ginczek;Daniel Ginczek;4/13/1991;190.5;84.8;ST;Germany;78;79;Right;2;4;3;Stocky;Hard
248;Lucas Pérez;Lucas Pérez Martínez;9/10/1988;154.94;73.0;ST,RM;Spain;78;78;Left;2;4;4;Normal;Hard
249;J. Farfán;Jefferson Agustín Farfán Guadalupe;10/26/1984;152.4;83.9;RM,ST;Peru;78;78;Right;2;3;4;Normal;Hard
250;A. Begović;Asmir Begović;6/20/1987;198.12;83.0;GK;Bosnia Herzegovina;78;78;Right;3;2;1;Lean;Medium
251;Hilton;Vitorino Hilton da Silva;9/13/1977;154.94;78.0;CB;Brazil;78;78;Right;2;3;3;Normal;Hard
252;J. Baumgartlinger;Julian Baumgartlinger;1/2/1988;182.88;86.2;CDM;Austria;78;78;Right;2;3;2;Normal;Hard
253;Granero;Esteban Félix Granero Molina;7/2/1987;154.94;78.0;CM,LM,RM;Spain;78;78;Right;2;4;4;Normal;Hard
254;Z. Junuzović;Zlatko Junuzović;9/26/1987;172.72;72.1;CM,CAM,LM;Austria;78;78;Right;2;4;3;Stocky;Hard
255;V. Moses;Victor Moses;12/12/1990;152.4;77.1;RW,RWB;Nigeria;78;78;Right;2;4;4;Normal;Hard
256;M. Debuchy;Mathieu Debuchy;7/28/1985;175.26;76.2;RB;France;78;78;Right;3;3;3;Normal;Medium
257;G. Maripán;Guillermo Alfonso Maripán Loaysa;5/6/1994;193.04;83.0;CB;Chile;77;81;Right;1;2;2;Normal;Very Hard
258;Iván Cuéllar;Iván Cuéllar Sacristán;5/27/1984;187.96;76.2;GK;Spain;77;77;Left;1;2;1;Normal;Very Hard
259;F. Johnson;Fabian Johnson;12/11/1987;182.88;73.9;LM,RB;United States;77;77;Right;2;4;3;Normal;Hard
260;Aarón Martín;Aarón Martín Caricol;4/22/1997;154.94;72.1;LB;Spain;77;84;Left;1;3;3;Lean;Very Hard
261;G. Pereiro;Gastón Rodrigo Pereiro López;6/11/1995;187.96;76.2;CAM,RW;Uruguay;77;82;Left;1;2;3;Normal;Very Hard
262;B. Moukandjo;Benjamin Moukandjo Bilé;11/12/1988;154.94;73.9;ST,RM;Cameroon;77;77;Right;2;3;4;Normal;Hard
263;M. Harnik;Martin Harnik;6/10/1987;185.42;79.8;ST,RM;Austria;77;77;Right;2;4;3;Normal;Hard
264;J. Ward-Prowse;James  Ward-Prowse;11/1/1994;172.72;66.2;RM,CM;England;77;82;Right;2;3;3;Normal;Hard
265;R. Alessandrini;Romain Alessandrini;4/3/1989;172.72;69.9;RM,LM,RW,CAM;France;78;78;Left;2;4;4;Normal;Hard
266;Manu García;Manuel Alejandro García Sánchez;4/26/1986;182.88;73.9;CDM,CM;Spain;78;78;Left;1;3;2;Normal;Very Hard
267;M. Antonio;Michail Antonio;3/28/1990;152.4;82.1;ST,RM,RWB,LM;England;78;78;Right;2;3;4;Stocky;Hard
268;Adrien Silva;Adrien Sebastian Perruchet Silva;3/15/1989;175.26;68.9;CM,CDM;Portugal;78;78;Right;3;4;3;Normal;Medium
269;S. Cook;Steve Cook;4/19/1991;185.42;82.1;CB;England;78;78;Right;1;3;2;Normal;Very Hard
270;B. Mee;Ben Mee;9/23/1989;182.88;82.1;CB;England;78;78;Left;1;3;2;Normal;Very Hard
271;Adriano;Adriano Correia Claro;10/26/1984;172.72;74.8;LB,RB;Brazil;78;78;Left;2;5;4;Normal;Hard
272;J. Lens;Jeremain Lens;11/24/1987;152.4;74.8;RM,RW;Netherlands;78;78;Right;2;4;4;Normal;Hard
273;S. Rondón;José Salomón Rondón Giménez;9/16/1989;185.42;98.0;ST;Venezuela;77;77;Right;2;4;3;Stocky;Hard
274;Andreas Pereira;Andreas Hugo Hoelgebaum Pereira;1/1/1996;152.4;71.2;CM,CDM,RM;Brazil;77;82;Right;1;4;4;Lean;Very Hard
275;V. Ibišević;Vedad Ibišević;8/6/1984;187.96;82.1;ST;Bosnia Herzegovina;77;77;Right;2;3;3;Normal;Hard
276;L. Ocampos;Lucas Ocampos;7/11/1994;187.96;83.9;LM,LW;Argentina;77;82;Right;2;3;4;Normal;Hard
277;N. Müller;Nicolai Müller;9/25/1987;172.72;66.2;RM,LM;Germany;77;77;Right;2;3;3;Lean;Hard
278;Simão Acunha;Simão Alvin Acunha Bardini;2/29/1988;152.4;71.2;CAM,ST,RM;Brazil;77;77;Right;1;2;4;Lean;Very Hard
279;J. Calleri;Jonathan Calleri;9/23/1993;154.94;77.1;ST;Argentina;77;82;Right;1;2;4;Normal;Very Hard
280;A. Jahanbakhsh;Alireza Jahanbakhsh;8/11/1993;154.94;78.0;RM;Iran;77;80;Right;2;4;4;Normal;Hard
281;A. Prijović;Aleksandar Prijović;4/21/1990;190.5;88.0;ST;Serbia;77;77;Right;1;3;3;Normal;Very Hard
282;Fabricio;Fabricio Martín Agosto Ramírez;12/17/1987;182.88;79.8;GK;Spain;77;77;Right;1;4;1;Normal;Very Hard
283;M. Elneny;Mohamed Elneny;7/11/1992;154.94;73.9;CDM,CM;Egypt;77;79;Right;1;3;3;Lean;Very Hard
284;Jorge Meré;Jorge Meré Pérez;4/17/1997;182.88;79.8;CB;Spain;77;85;Right;1;3;2;Normal;Very Hard
285;Wilson Eduardo;Wilson Bruno Naval Costa Eduardo;7/8/1990;152.4;73.0;ST,CF;Portugal;77;77;Right;1;3;4;Normal;Very Hard
286;Álex Remiro;Alejandro Remiro Gargallo;3/24/1995;190.5;83.0;GK;Spain;77;82;Right;1;3;1;Lean;Very Hard
287;T. Gutiérrez;Teófilo Gutiérrez;5/17/1985;152.4;81.2;ST,CAM;Colombia;77;77;Right;2;3;4;Normal;Hard
288;A. Pyatov;Andriy Pyatov;6/28/1984;190.5;89.8;GK;Ukraine;77;77;Right;2;3;1;Normal;Hard
289;Diego Llorente;Diego Javier Llorente Ríos;8/16/1993;185.42;74.8;CB;Spain;77;83;Right;1;3;2;Lean;Very Hard
290;I. Abate;Ignazio Abate;11/12/1986;154.94;73.0;RB;Italy;77;77;Right;2;2;3;Lean;Hard
291;T. Vermaelen;Thomas Vermaelen;11/14/1985;182.88;79.8;CB,LB;Belgium;77;77;Left;3;3;2;Normal;Medium
292;N. Füllkrug;Niclas Füllkrug;2/9/1993;187.96;83.0;ST;Germany;77;78;Right;1;4;3;Normal;Very Hard
293;Pedro Obiang;Pedro  Mba Obiang Avomo;3/27/1992;185.42;74.8;CDM,CM;Equatorial Guinea;77;79;Right;2;3;3;Lean;Hard
294;Wallace;Wallace Fortuna dos Santos;10/14/1994;190.5;84.8;CB;Brazil;77;81;Right;2;2;2;Lean;Hard
295;Djaniny;Jorge Djaniny  Tavares Semedo;3/21/1991;190.5;78.0;ST,RW;Cape Verde;77;78;Right;1;4;4;Normal;Very Hard
296;Roberto;Roberto Jiménez Gago;2/10/1986;193.04;93.9;GK;Spain;77;77;Right;2;2;1;Normal;Hard
297;S. Tasci;Serdar Taşçı;4/24/1987;185.42;81.2;CB;Germany;77;77;Right;2;4;3;Normal;Hard
298;L. Schøne;Lasse Schøne;5/27/1986;152.4;78.0;CM,CDM;Denmark;77;77;Right;2;3;3;Normal;Hard
299;J. Defoe;Jermain  Defoe;10/7/1982;170.18;64.9;ST;England;77;77;Right;2;4;3;Lean;Hard
300;V. Babacan;Volkan Babacan;8/11/1988;193.04;86.2;GK;Turkey;77;78;Right;2;2;1;Normal;Hard
301;O. Ighalo;Odion Jude Ighalo;6/16/1989;182.88;74.8;ST;Nigeria;77;77;Right;1;3;4;Normal;Very Hard
302;A. Schürrle;André Schürrle;11/6/1990;182.88;71.2;RW,LW;Germany;77;77;Right;3;4;3;Lean;Medium
303;E. Skhiri;Ellyes Skhiri;5/10/1995;185.42;68.9;CDM,CM;Tunisia;77;81;Right;1;3;3;Lean;Very Hard
304;W. Anton;Waldemar Anton;7/20/1996;187.96;74.8;CB,CDM;Germany;77;84;Right;1;3;3;Lean;Very Hard
305;R. Palacio;Rodrigo Sebastián Palacio;2/5/1982;175.26;69.9;ST,LW;Argentina;77;77;Right;2;3;4;Lean;Hard
306;K. Lasagna;Kevin Lasagna;8/10/1992;185.42;79.8;ST;Italy;77;80;Left;2;3;3;Lean;Hard
307;D. Cvitanich;Darío Cvitanich;5/16/1984;175.26;72.1;ST;Argentina;77;77;Right;2;3;3;Normal;Hard
308;S. De Maio;Sebastian De Maio;3/5/1987;190.5;89.8;CB;France;77;77;Right;2;3;2;Normal;Hard
309;S. Terodde;Simon Terodde;3/2/1988;193.04;83.0;ST;Germany;77;77;Right;2;4;3;Normal;Hard
310;J. De Guzmán;Jonathan  de Guzmán;9/13/1987;175.26;73.9;CM,CDM,CAM;Netherlands;77;77;Right;2;4;3;Normal;Hard
311;R. Civelli;Renato Civelli;10/14/1983;195.58;88.9;CB;Argentina;77;77;Right;2;3;2;Lean;Hard
312;Pablo Maffeo;Pablo Maffeo Becerra;7/12/1997;172.72;69.9;RWB,RM;Spain;77;84;Right;1;3;3;Lean;Very Hard
313;Cédric;Cédric Ricardo Alves Soares;8/31/1991;172.72;67.1;RB,RWB;Portugal;77;78;Right;2;4;3;Normal;Hard
314;K. Papadopoulos;Kyriakos Papadopoulos;2/23/1992;185.42;87.1;CB;Greece;77;79;Right;2;3;2;Stocky;Hard
315;A. Szymanowski;Alexander Szymanowski;10/13/1988;175.26;64.9;LM,CM,LW;Argentina;77;77;Left;2;3;4;Lean;Hard
316;J. Kucka;Juraj Kucka;2/26/1987;185.42;83.9;CM,CDM;Slovakia;77;77;Right;2;3;3;Normal;Hard
317;P. Jagielka;Phil Jagielka;8/17/1982;154.94;87.1;CB;England;77;77;Right;2;3;2;Normal;Hard
318;M. Benassi;Marco Benassi;9/8/1994;182.88;79.8;CM;Italy;77;82;Right;2;3;3;Normal;Hard
319;P. Jansson;Pontus Jansson;2/13/1991;195.58;86.2;CB;Sweden;77;79;Right;1;3;2;Normal;Very Hard
320;B. Espinosa;Bernardo José Espinosa Zúñiga;7/11/1989;193.04;83.9;CB;Colombia;77;77;Right;1;3;2;Normal;Very Hard
321;José Sá;José Pedro Malheiro de Sá;1/17/1993;193.04;84.8;GK;Portugal;77;82;Right;1;2;1;Lean;Very Hard
322;M. Sels;Matz Sels;2/26/1992;190.5;88.0;GK;Belgium;77;80;Right;1;2;1;Normal;Very Hard
323;Yuri Berchiche;Yuri Berchiche Izeta;2/10/1990;154.94;79.8;LB;Spain;77;77;Left;2;3;3;Normal;Hard
324;R. Borré;Rafael Santos Borré;9/15/1995;175.26;71.2;ST;Colombia;77;83;Right;1;3;4;Normal;Very Hard
325;Paulinho;João Paulo Dias Fernandes;11/9/1992;187.96;81.2;ST;Portugal;77;79;Left;1;4;3;Lean;Very Hard
326;C. Piccini;Cristiano Piccini;9/26/1992;187.96;78.9;RB,RWB;Italy;77;79;Right;1;2;3;Normal;Very Hard
327;B. André;Benjamin André;8/3/1990;154.94;76.2;CM,CDM;France;77;77;Right;2;3;3;Normal;Hard
328;Barragán;Antonio Barragán Fernández;6/12/1987;182.88;76.2;RWB,RB,RM;Spain;77;77;Right;1;3;3;Normal;Very Hard
329;M. Samatta;Mbwana Ally Samatta;12/13/1992;182.88;79.8;ST;Tanzania;77;80;Right;1;4;3;Normal;Very Hard
330;I. Diop;Issa Diop;1/9/1997;193.04;92.1;CB;France;77;86;Right;2;3;2;Lean;Hard
331;M. Lowton;Matthew Lowton;6/9/1989;154.94;78.0;RB;England;77;77;Right;1;3;2;Normal;Very Hard
332;T. Hernández;Theo Bernard François Hernández;10/6/1997;182.88;82.1;LB;France;77;85;Left;1;3;3;Normal;Very Hard
333;Juanpe;Juan Pedro Ramírez López;4/30/1991;190.5;84.8;CB;Spain;77;78;Right;1;3;2;Normal;Very Hard
334;K. Tete;Kenny Tete;10/9/1995;154.94;71.2;RB,RWB;Netherlands;77;82;Right;2;3;2;Normal;Hard
335;B. Džemaili;Blerim Džemaili;4/12/1986;152.4;73.0;CM,CAM;Switzerland;77;77;Right;2;4;4;Normal;Hard
336;André André;André Filipe Brás André;8/26/1989;175.26;64.9;CM,CDM;Portugal;77;77;Right;2;4;3;Normal;Hard
337;Balenziaga;Mikel Balenziaga Oruesagasti;2/29/1988;152.4;76.2;LB;Spain;76;76;Left;1;4;3;Normal;Very Hard
338;V. Behrami;Valon Behrami;4/19/1985;185.42;78.0;CDM,CM;Switzerland;76;76;Right;2;3;3;Normal;Hard
339;D. Reyes;Diego Antonio Reyes Rosales;9/19/1992;187.96;73.9;CB;Mexico;76;79;Right;3;3;2;Lean;Medium
340;Caiuby;Caiuby Francisco da Silva;7/14/1988;182.88;84.8;LM,LW,ST;Brazil;76;76;Right;2;4;3;Normal;Hard
341;S. Doumbia;Seydou Doumbia;12/31/1987;152.4;71.2;ST;Ivory Coast;76;76;Right;3;4;3;Stocky;Medium
342;João Félix;João Félix Sequeira;11/10/1999;154.94;69.9;CF,LW;Portugal;76;89;Right;1;3;4;Lean;Very Hard
343;L. López;Lisandro López;9/1/1989;190.5;82.1;CB;Argentina;76;76;Right;3;3;2;Normal;Medium
344;Mario Suárez;Mario Suárez Mata;2/24/1987;187.96;79.8;CM,CDM,CB;Spain;76;76;Right;2;4;3;Normal;Hard
345;J. Lössl;Jonas Lössl;2/1/1989;195.58;88.0;GK;Denmark;76;77;Right;1;2;1;Lean;Very Hard
346;G. Castro;Gonzalo Castro Randon;6/11/1987;172.72;72.1;CM,CDM;Germany;76;76;Right;2;4;3;Normal;Hard
347;M. Phillips;Matt Phillips;3/13/1991;182.88;74.8;CAM,CM,RW;Scotland;76;76;Right;1;4;4;Normal;Very Hard
348;Gabriel Boschilia;Gabriel Boschilia;3/5/1996;172.72;63.0;CAM,LM,RW;Brazil;76;82;Left;1;3;3;Lean;Very Hard
349;Wu Lei;武磊;11/19/1991;175.26;66.2;ST,RW,LW,CF;China PR;76;77;Right;1;4;3;Normal;Very Hard
350;N. Blandi;Nicolás Blandi;1/13/1990;154.94;76.2;ST;Argentina;76;76;Right;1;3;3;Normal;Very Hard
351;L. Kalinić;Lovre Kalinić;4/3/1990;200.66;98.9;GK;Croatia;76;78;Left;1;2;1;Lean;Very Hard
352;F. Fernández;Federico Fernández;2/21/1989;190.5;83.0;CB;Argentina;76;76;Right;2;2;2;Normal;Hard
353;J. Martínez;Jackson Martínez;10/3/1986;185.42;79.8;ST;Colombia;76;76;Right;3;4;3;Normal;Medium
354;Emerson;Emerson Palmieri dos Santos;8/3/1994;175.26;77.1;LB,LM;Italy;76;82;Left;2;3;3;Lean;Hard
355;Rômulo;Rômulo  Souza Orestes Caldeira;5/22/1987;152.4;72.1;CM,RM,RB;Italy;76;76;Right;1;2;4;Normal;Very Hard
356;C. Benteke;Christian Benteke Liolo;12/3/1990;190.5;83.0;ST;Belgium;76;76;Right;3;3;2;Normal;Medium
357;M. Rashica;Milot Rashica;6/28/1996;152.4;73.0;RW,RM;Kosovo;76;83;Right;1;4;3;Lean;Very Hard
358;L. Baines;Leighton Baines;12/11/1984;170.18;69.9;LB;England;76;76;Left;3;3;3;Normal;Medium
359;M. Noble;Mark Noble;5/8/1987;152.4;76.2;CM,CDM;England;76;76;Right;2;3;3;Normal;Hard
360;F. Benković;Filip Benković;7/13/1997;193.04;91.2;CB;Croatia;76;85;Right;1;3;2;Normal;Very Hard
361;C. Riveros;Cristian Miguel Riveros Núñez;10/16/1982;152.4;73.9;CM,CDM;Paraguay;76;76;Right;1;3;3;Normal;Very Hard
362;M. Niang;M'Baye Babacar Niang;12/19/1994;182.88;78.0;LW,ST;Senegal;76;81;Right;2;4;3;Stocky;Hard
363;D. Santon;Davide Santon;1/2/1991;187.96;77.1;LB,RB;Italy;76;76;Right;2;3;3;Normal;Hard
364;I. Ordets;Ivan Ordets;7/8/1992;193.04;88.0;CB;Ukraine;76;81;Right;1;3;2;Normal;Very Hard
365;Francisco Geraldes;Francisco Geraldes;4/18/1995;175.26;64.9;CAM;Portugal;76;82;Right;1;4;4;Normal;Very Hard
366;R. Snodgrass;Robert Snodgrass;9/7/1987;182.88;82.1;RM,CM,LM;Scotland;76;76;Left;2;3;3;Normal;Hard
367;Vitor Hugo;Vitor Hugo Franchescoli de Souza;5/20/1991;187.96;79.8;CB;Brazil;76;78;Left;1;2;2;Lean;Very Hard
368;M. Pašalić;Mario Pašalić;2/9/1995;187.96;83.0;CM,CDM;Croatia;76;83;Right;1;4;4;Lean;Very Hard
369;F. Borini;Fabio Borini;3/23/1991;154.94;73.9;LW,RM;Italy;76;76;Right;2;3;4;Lean;Hard
370;N. Vukčević;Nikola Vukčević;12/13/1991;182.88;76.2;CDM,CM;Montenegro;76;79;Left;1;3;3;Normal;Very Hard
371;A. Hutchinson;Atiba Hutchinson;2/8/1983;187.96;83.0;CDM,CM;Canada;76;76;Right;2;4;2;Lean;Hard
372;M. Moralez;Maximiliano Nicol Moralez;2/27/1987;157.48;55.8;CAM,CM;Argentina;76;76;Right;2;4;4;Normal;Hard
373;C. Austin;Charlie Austin;7/5/1989;187.96;83.9;ST;England;76;76;Right;1;2;2;Normal;Very Hard
374;Kenedy;Robert Kenedy Nunes do Nascimento;2/8/1996;182.88;77.1;LM;Brazil;76;84;Left;1;2;4;Lean;Very Hard
375;Eltildo Correia;Eltildo Lucas Correia Pitta;2/29/1992;187.96;78.0;CB,RB,LB;Brazil;76;76;Right;1;3;2;Normal;Very Hard
376;João Pedro;João Pedro Geraldino dos Santos Galvão;3/9/1992;182.88;73.0;CAM,CF,ST;Brazil;76;77;Right;1;4;4;Lean;Very Hard
377;A. Diamanti;Alessandro Diamanti;5/2/1983;154.94;74.8;CAM,CF;Italy;76;76;Left;2;2;4;Normal;Hard
378;Guilherme;Guilherme dos Santos Torres;4/5/1991;152.4;76.2;CDM,CM;Brazil;76;78;Right;1;4;3;Normal;Very Hard
379;J. Morel;Jérémy Morel;4/2/1984;175.26;78.0;CB;Madagascar;76;76;Left;2;2;2;Normal;Hard
380;Llorente;Fernando Javier Llorente Torres;2/26/1985;193.04;92.1;ST;Spain;76;76;Right;3;3;3;Normal;Medium
381;G. Gönül;Gökhan Gönül;1/4/1985;175.26;74.8;RB;Turkey;76;76;Right;2;3;3;Lean;Hard
382;A. Paloschi;Alberto Paloschi;1/4/1990;182.88;79.8;ST;Italy;76;76;Right;2;4;3;Normal;Hard
383;Juli Freitinho;Julio Leonardo Dourado de Freitas;2/29/1988;193.04;91.2;CB;Brazil;76;76;Right;1;3;2;Normal;Very Hard
384;Markel Bergara;Markel Bergara Larrañaga;5/5/1986;154.94;78.0;CDM,CM;Spain;76;76;Right;1;3;3;Normal;Very Hard
385;L. Nguyen;Lee Nguyen;10/7/1986;172.72;68.0;CAM,CM,ST;United States;76;76;Right;1;3;4;Normal;Very Hard
386;A. Knockaert;Anthony Knockaert;11/20/1991;172.72;68.9;RM;France;76;76;Left;1;3;4;Normal;Very Hard
387;Córdoba;Iñigo Córdoba Kerejeta;3/13/1997;154.94;73.0;LW;Spain;76;83;Left;1;3;4;Lean;Very Hard
388;J. Veltman;Joël Veltman;1/15/1992;182.88;74.8;RB,CB;Netherlands;76;77;Right;2;4;2;Normal;Hard
389;N. Sansone;Nicola Sansone;9/10/1991;175.26;68.0;ST,LM,RM;Italy;76;77;Right;2;3;4;Normal;Hard
390;A. Turan;Arda Turan;1/30/1987;152.4;76.2;CM,RM,LM;Turkey;76;76;Right;3;4;4;Normal;Medium
391;H. Seferović;Haris Seferović;2/22/1992;187.96;84.8;ST;Switzerland;76;77;Left;2;3;3;Normal;Hard
392;Rafael Cachoira;Rafael Jorgino Cachoira Rebelo;2/29/1988;187.96;83.9;CB,CDM;Brazil;76;76;Right;1;3;2;Stocky;Very Hard
393;A. Haidara;Amadou Haidara;1/31/1998;175.26;67.1;CM,RM;Mali;76;84;Right;1;2;4;Lean;Very Hard
394;F. Caputo;Francesco Caputo;8/6/1987;154.94;73.9;ST;Italy;76;76;Right;1;4;3;Lean;Very Hard
395;M. Locatelli;Manuel Locatelli;1/8/1998;185.42;74.8;CDM,CM;Italy;76;84;Right;1;3;3;Lean;Very Hard
396;J. Ayew;Jordan Ayew;9/11/1991;182.88;81.2;ST;Ghana;76;76;Right;2;3;4;Normal;Hard
397;T. Jedvaj;Tin Jedvaj;11/28/1995;182.88;82.1;CB,RB,LB;Croatia;76;83;Right;2;3;2;Normal;Hard
398;S. Hanni;Sofiane Hanni;12/29/1990;152.4;72.1;CAM,LW;Algeria;76;76;Right;1;4;4;Normal;Very Hard
399;Andrés Fernández;Andrés Eduardo Fernández Moreno;12/16/1986;187.96;82.1;GK;Spain;76;76;Right;1;3;1;Normal;Very Hard
400;T. Monconduit;Thomas Monconduit;2/10/1991;182.88;83.0;CDM,CM;France;76;77;Right;1;3;2;Normal;Very Hard
401;N. Mukiele;Nordi Mukiele;11/1/1997;185.42;73.9;RB,CB;France;76;85;Right;1;3;3;Normal;Very Hard
402;D. Heintz;Dominique Heintz;8/15/1993;187.96;88.9;CB;Germany;76;78;Left;2;3;2;Stocky;Hard
403;Júnior Caiçara;Uílson de Souza Paula Júnior;4/27/1989;172.72;69.9;RB,RM;Brazil;76;76;Right;2;4;3;Lean;Hard
404;A. Lennon;Aaron  Lennon;4/16/1987;165.1;63.0;RM,LM;England;76;76;Right;2;3;3;Normal;Hard
405;J. Willems;Jetro Willems;3/30/1994;152.4;82.1;LWB,LB,LM,CDM;Netherlands;76;79;Left;2;4;3;Stocky;Hard
406;M. Veljković;Miloš Veljković;9/26/1995;182.88;77.1;CB,CDM;Serbia;76;83;Right;1;3;2;Normal;Very Hard
407;I. Belfodil;Ishak Belfodil;1/12/1992;190.5;86.2;ST,CF;Algeria;76;77;Right;2;2;3;Lean;Hard
